galaxianmo	Galaxian (Midway set 2)	1979	Namco (Midway license)
galaxiant	Galaxian (Taito)	1979	Namco (Taito license)
superg	Super Galaxians (galaxiana hack)	1979	hack
galapx	Galaxian Part X (moonaln hack)	1979	hack
moonaln	Moon Alien	1979	Nichibutsu (Karateco license)
galap1	Space Invaders Galactica (galaxiana hack)	1979	hack
galap4	Galaxian Part 4 (hack)	1979	hack (G.G.I)
galturbo	Galaxian Turbo (superg hack)	1979	hack
swarm	Swarm (bootleg?)	1979	bootleg? (Subelectro)
zerotime	Zero Time	1979	bootleg? (Petaco S.A.)
starfght	Star Fighter	1979	bootleg (Jeutel)
galaxbsf	Galaxian (bootleg)	1979	bootleg
kamakazi3	Kamakazi III (superg hack)	1979	hack
tst_galx	Galaxian Test ROM		<unknown>
gmgalax	Ghostmuncher Galaxian (bootleg)	1981	bootleg
pisces	Pisces		Subelectro
piscesb	Pisces (bootleg)		bootleg
omni	Omni		bootleg
uniwars	UniWar S	1980	Irem
gteikoku	Gingateikoku No Gyakushu	1980	Irem
gteikokb	Gingateikoku No Gyakushu (bootleg set 1)	1980	bootleg
gteikob2	Gingateikoku No Gyakushu (bootleg set 2)	1980	bootleg
spacbatt	Space Battle (bootleg set 1)	1980	bootleg
spacbat2	Space Battle (bootleg set 2)	1980	bootleg
spacempr	Space Empire (bootleg)	1980	bootleg
skyraidr	Sky Raiders	1980	bootleg
batman2	Batman Part 2	1981	bootleg
warofbug	War of the Bugs or Monsterous Manouvers in a Mushroom Maze	1981	Armenia
warofbugg	War of the Bugs or Monsterous Manouvers in a Mushroom Maze (German)	1981	Armenia
redufo	Defend the Terra Attack on the Red UFO	1981	Artic
redufob	Defend the Terra Attack on the Red UFO (bootleg)	1981	bootleg
exodus	Exodus (bootleg?)		bootleg? (Subelectro)
streakng	Streaking	1981	Shoei
pacmanbl	Pac-Man (Galaxian hardware, set 1)	1981	bootleg
pacmanbla	Pac-Man (Galaxian hardware, set 2)	1981	bootleg
phoenxp2	Phoenix Part 2	1981	bootleg
atlantisb	Battle of Atlantis (bootleg)	1981	bootleg
tenspot	Ten Spot	1982	Thomas Automatics
devilfsg	Devil Fish (Galaxian hardware, bootleg?)	1984	Vision / Artic
zigzag	Zig Zag (Galaxian hardware, set 1)	1982	bootleg (LAX)
zigzag2	Zig Zag (Galaxian hardware, set 2)	1982	bootleg (LAX)
jumpbug	Jump Bug	1981	Hoei (Rock-Ola license)
jumpbugb	Jump Bug (bootleg)	1981	bootleg
levers	Levers	1983	Rock-Ola
azurian	Azurian Attack	1982	Rait Electronics Ltd
orbitron	Orbitron	1982	Signatron USA
mooncrgx	Moon Cresta (Galaxian hardware)	1980	bootleg
mooncrst	Moon Cresta (Nichibutsu)	1980	Nichibutsu
mooncrstu	Moon Cresta (Nichibutsu USA, unencrypted)	1980	Nichibutsu USA
mooncrsto	Moon Cresta (Nichibutsu, old rev)	1980	Nichibutsu
mooncrstg	Moon Cresta (Gremlin)	1980	Nichibutsu (Gremlin license)
mooncrstuk	Moon Cresta (Nichibutsu UK)	1980	Nichibutsu UK
smooncrs	Super Moon Cresta		Nichibutsu (Gremlin license)
mooncmw	Moon War (Moon Cresta bootleg)		bootleg
mooncrsb	Moon Cresta (bootleg set 1)	1980	bootleg
mooncrs2	Moon Cresta (bootleg set 2)	1980	bootleg
spcdrag	Space Dragon (Moon Cresta bootleg, set 1)	1980	bootleg
stera	Steraranger (Moon Cresta bootleg)	1980	bootleg
spcdraga	Space Dragon (Moon Cresta bootleg, set 2)	1980	bootleg
mooncrs3	Moon Cresta (bootleg set 3)	1980	bootleg (Jeutel)
fantazia	Fantazia (bootleg?)	1980	bootleg? (Subelectro)
moonqsr	Moon Quasar	1980	Nichibutsu
mshuttle	Moon Shuttle (US?)	1981	Nichibutsu
mshuttlej	Moon Shuttle (Japan)	1981	Nichibutsu
mshuttlej2	Moon Shuttle (Japan set 2)	1981	Nichibutsu
moonal2	Moon Alien Part 2	1980	Nichibutsu
moonal2b	Moon Alien Part 2 (older version)	1980	Nichibutsu
supergx	Super GX	1980	Nichibutsu
eagle	Eagle (set 1)	1980	Nichibutsu (Centuri license?)
eagle2	Eagle (set 2)	1980	Nichibutsu (Centuri license?)
eagle3	Eagle (set 3)	1980	Nichibutsu (Centuri license?)
spctbird	Space Thunderbird		bootleg? (Fortrek)
skybase	Sky Base	1982	Omori Electric Co., Ltd.
checkman	Check Man	1982	Zilec-Zenitone
checkmanj	Check Man (Japan)	1982	Zilec-Zenitone (Jaleco license)
dingo	Dingo	1983	Ashby Computers and Graphics Ltd. (Jaleco license)
dingoe	Dingo (encrypted)	1983	Ashby Computers and Graphics Ltd.
blkhole	Black Hole	1981	TDS
kingball	King & Balloon (US)	1980	Namco
kingballj	King & Balloon (Japan)	1980	Namco
scorpionmc	Scorpion (Moon Cresta hardware)		bootleg? (Dorneer)
frogg	Frog (Galaxian hardware)	1981	bootleg
4in1	4 Fun in 1	1981	Armenia / Food and Fun
bagmanmc	Bagman (bootleg on Moon Cresta hardware)	1982	bootleg
dkongjrm	Donkey Kong Jr. (bootleg on Moon Cresta hardware)	1982	bootleg
ozon1	Ozon I	1983	Proma
ladybugg	Lady Bug (bootleg on Galaxian hardware)	1983	bootleg
vpool	Video Pool (bootleg on Moon Cresta hardware)	1980	bootleg
drivfrcg	Driving Force (Galaxian conversion)	1984	Shinkai Inc. (Magic Eletronics USA license)
drivfrcb	Driving Force (Galaxian conversion bootleg)	1985	bootleg
bongo	Bongo	1983	Jetsoft
hunchbkg	Hunchback (Galaxian hardware)	1983	Century Electronics
harem	Harem	1983	I.G.R.
tazzmang	Tazz-Mania (bootleg on Galaxian hardware)	1982	bootleg
racknrol	Rack + Roll	1986	Senko Industries (Status license from Shinkai Inc.)
hexpool	Hex Pool (Shinkai)	1986	Senko Industries (Shinkai Inc. license)
hexpoola	Hex Pool (Senko)	1985	Senko Industries
trvchlng	Trivia Challenge	1985	Joyland (Senko license)
luctoday	Lucky Today	1980	Sigma
chewing	Chewing Gum		<unknown>
catacomb	Catacomb	1982	MTM Games
ckongg	Crazy Kong (bootleg on Galaxian hardware)	1981	bootleg
ckongmc	Crazy Kong (bootleg on Moon Cresta hardware)	1981	bootleg
porter	Port Man (bootleg on Moon Cresta hardware)	1982	bootleg
vstars	Video Stars	1982	Competitive Video?
tdpgal	Triple Draw Poker	1983	Design Labs / Thomas Automatics
rockclim	Rock Climber	1981	Taito
scramble	Scramble	1981	Konami
scrambles	Scramble (Stern Electronics)	1981	Konami (Stern Electronics license)
scramblebf	Scramble (Karateko, French bootleg)	1981	bootleg (Karateko)
scramblb	Scramble (bootleg on Galaxian hardware)	1981	bootleg
scramb2	Scramble (bootleg)	1981	bootleg
explorer	Explorer	1981	bootleg
strfbomb	Strafe Bomb	1981	bootleg? (Omni)
atlantis	Battle of Atlantis (set 1)	1981	Comsoft
atlantis2	Battle of Atlantis (set 2)	1981	Comsoft
theend	The End	1980	Konami
theends	The End (Stern Electronics)	1980	Konami (Stern Electronics license)
omega	Omega		bootleg?
ckongs	Crazy Kong (Scramble hardware)	1981	bootleg
froggers	Frog	1981	bootleg
frogf	Frog (Falcon bootleg)	1981	bootleg (Falcon)
amidars	Amidar (Scramble hardware)	1982	Konami
triplep	Triple Punch	1982	KKI
knockout	Knock Out!!	1982	KKK
mariner	Mariner	1981	Amenip
800fath	800 Fathoms	1981	Amenip (US Billiards Inc. license)
mars	Mars	1981	Artic
devilfsh	Devil Fish	1982	Artic
newsin7	New Sinbad 7	1983	ATW USA, Inc.
mrkougar	Mr. Kougar	1984	ATW
mrkougar2	Mr. Kougar (earlier)	1983	ATW
mrkougb	Mr. Kougar (bootleg set 1)	1983	bootleg
mrkougb2	Mr. Kougar (bootleg set 2)	1983	bootleg
hotshock	Hot Shocker	1982	E.G. Felaco (Domino license)
hotshockb	Hot Shocker (bootleg)	1982	bootleg
conquer	Conquer	1982	<unknown>
hunchbks	Hunchback (Scramble hardware)	1983	Century Electronics
hncholms	Hunchback Olympic (Scramble hardware)	1984	Century Electronics / Seatongrove Ltd
cavelon	Cavelon	1983	Jetsoft
sfx	SF-X	1983	Nichibutsu
skelagon	Skelagon	1983	Nichibutsu USA
monsterz	Monster Zero	1982	Nihon Game
mimonscr	Mighty Monkey (bootleg on Scramble hardware)	1982	bootleg
mimonkey	Mighty Monkey	1982	Universal Video Games
mimonsco	Mighty Monkey (bootleg on Super Cobra hardware)	1982	bootleg
scobra	Super Cobra	1981	Konami
scobras	Super Cobra (Stern Electronics)	1981	Konami (Stern Electronics license)
scobrase	Super Cobra (Sega)	1981	Konami (Sega license)
scobrab	Super Cobra (bootleg)	1981	bootleg
suprheli	Super Heli (Super Cobra bootleg)	1981	bootleg
stratgyx	Strategy X	1981	Konami
stratgys	Strategy X (Stern Electronics)	1981	Konami (Stern Electronics license)
strongx	Strong X	1982	bootleg
armorcar	Armored Car (set 1)	1981	Stern Electronics
armorcar2	Armored Car (set 2)	1981	Stern Electronics
moonwar	Moonwar	1981	Stern Electronics
moonwara	Moonwar (older)	1981	Stern Electronics
spdcoin	Speed Coin (prototype)	1984	Stern Electronics
darkplnt	Dark Planet	1982	Stern Electronics
tazmania	Tazz-Mania (set 1)	1982	Stern Electronics
tazmani2	Tazz-Mania (set 2)	1982	Stern Electronics
calipso	Calipso	1982	Stern Electronics (Tago license)
anteater	Anteater	1982	Stern Electronics (Tago license)
anteatg	Ameisenbaer (German)	1983	Stern Electronics (TV-Tuning license from Free Enterprise Games)
anteatgb	The Anteater (UK)	1983	Stern Electronics (Free Enterprise Games license)
rescue	Rescue	1982	Stern Electronics
aponow	Apocaljpse Now	1982	bootleg
minefld	Minefield	1983	Stern Electronics
losttomb	Lost Tomb (easy)	1982	Stern Electronics
losttombh	Lost Tomb (hard)	1982	Stern Electronics
superbon	Agent Super Bond (Scobra Hardware)	1985	Signatron USA
hustler	Video Hustler	1981	Konami
billiard	The Billiards (Video Hustler bootleg)	1981	bootleg
hustlerb	Video Hustler (bootleg)	1981	bootleg (Digimatic)
hustlerb2	Fatsy Gambler (Video Hustler bootleg)	1981	bootleg
frogger	Frogger	1981	Konami
froggers1	Frogger (Sega set 1)	1981	Konami (Sega license)
froggers2	Frogger (Sega set 2)	1981	Konami (Sega license)
froggermc	Frogger (Moon Cresta hardware)	1981	Konami (Sega license)
amidar	Amidar	1981	Konami
amidaru	Amidar (Stern Electronics)	1982	Konami (Stern Electronics license)
amidaro	Amidar (Olympia)	1982	Konami (Olympia license)
amidarb	Amidar (bootleg)	1982	bootleg
amigo	Amigo	1982	bootleg
turtles	Turtles	1981	Konami (Stern Electronics license)
turpin	Turpin	1981	Konami (Sega license)
600	600	1981	Konami
flyboy	Fly-Boy	1982	Kaneko
flyboyb	Fly-Boy (bootleg)	1982	bootleg
fastfred	Fast Freddie	1982	Kaneko (Atari license)
jumpcoas	Jump Coaster	1983	Kaneko
jumpcoast	Jump Coaster (Taito)	1983	Kaneko (Taito license)
boggy84	Boggy '84	1983	Kaneko
boggy84b	Boggy '84 (bootleg)	1983	bootleg (Eddie's Games)
redrobin	Red Robin	1986	Elettronolo
imago	Imago (cocktail set)	1984	Acom
imagoa	Imago (no cocktail set)	1983	Acom
scorpion	Scorpion (set 1)	1982	Zaccaria
scorpiona	Scorpion (set 2)	1982	Zaccaria
scorpionb	Scorpion (set 3)	1982	Zaccaria
aracnis	Aracnis (bootleg of Scorpion on Moon Cresta hardware)		bootleg
ad2083	A. D. 2083	1983	Midcoin
turpins	Turpin (bootleg on Scramble hardware)	1981	bootleg
cclimber	Crazy Climber (US)	1980	Nichibutsu
cclimberj	Crazy Climber (Japan)	1980	Nichibutsu
ccboot	Crazy Climber (bootleg set 1)	1980	bootleg
ccboot2	Crazy Climber (bootleg set 2)	1980	bootleg
ckong	Crazy Kong	1981	Falcon?
ckongo	Crazy Kong (Orca bootleg)	1981	bootleg (Orca)
ckongalc	Crazy Kong (Alca bootleg)	1981	bootleg (Alca)
bigkong	Big Kong	1981	bootleg
monkeyd	Monkey Donkey	1981	bootleg
ckongpt2	Crazy Kong Part II (set 1)	1981	Falcon
ckongpt2a	Crazy Kong Part II (set 2)	1981	Falcon
ckongpt2j	Crazy Kong Part II (Japan)	1981	Falcon
ckongpt2jeu	Crazy Kong Part II (Jeutel bootleg)	1981	bootleg (Jeutel)
ckongpt2b	Crazy Kong Part II (alternative levels)	1981	bootleg
rpatrol	River Patrol (Orca)	1981	Orca
rpatrolb	River Patrol (bootleg)	1981	bootleg
silvland	Silver Land	1981	Falcon
yamato	Yamato (US)	1983	Sega
yamato2	Yamato (World?)	1983	Sega
toprollr	Top Roller	1983	Jaleco
swimmer	Swimmer (set 1)	1982	Tehkan
swimmera	Swimmer (set 2)	1982	Tehkan
swimmerb	Swimmer (set 3)	1982	Tehkan
guzzler	Guzzler	1983	Tehkan
cannonb	Cannon Ball (bootleg on Crazy Kong hardware) (set 1, buggy)	1985	bootleg (Soft)
cannonb2	Cannon Ball (bootleg on Crazy Kong hardware) (set 2, buggy)	1985	bootleg (TV Game Gruenberg)
cannonb3	Cannon Ball (bootleg on Crazy Kong hardware) (set 3, no bonus game)	1985	bootleg (Soft)
bagmanf	Bagman (bootleg on Crazy Kong hardware)	1981	bootleg
gomoku	Gomoku Narabe Renju	1981	Nichibutsu
wiping	Wiping	1982	Nichibutsu
rugrats	Rug Rats	1983	Nichibutsu
dacholer	Dacholer	1983	Nichibutsu
kickboy	Kick Boy	1983	Nichibutsu
friskyt	Frisky Tom (set 1)	1981	Nichibutsu
friskyta	Frisky Tom (set 2)	1981	Nichibutsu
radrad	Radical Radial	1982	Nichibutsu USA
seicross	Seicross	1984	Nichibutsu / Alice
sectrzon	Sector Zone	1984	Nichibutsu / Alice
firebatl	Fire Battle	1984	Taito
clshroad	Clash-Road	1986	Wood Place Inc.
clshroads	Clash-Road (Status license)	1986	Wood Place Inc. (Status Game Corp. license)
tubep	Tube Panic	1984	Nichibutsu / Fujitek
tubepb	Tube Panic (bootleg)	1984	bootleg
rjammer	Roller Jammer	1984	Nichibutsu / Alice
magmax	Mag Max	1985	Nichibutsu
cop01	Cop 01 (set 1)	1985	Nichibutsu
cop01a	Cop 01 (set 2)	1985	Nichibutsu
mightguy	Mighty Guy	1986	Nichibutsu
terracre	Terra Cresta (YM3526 set 1)	1985	Nichibutsu
terracrea	Terra Cresta (YM3526 set 2)	1985	Nichibutsu
terracren	Terra Cresta (YM2203)	1985	Nichibutsu
amazon	Soldier Girl Amazon	1986	Nichibutsu
amatelas	Sei Senshi Amatelass	1986	Nichibutsu
horekid	Kid no Hore Hore Daisakusen	1987	Nichibutsu
horekidb	Kid no Hore Hore Daisakusen (bootleg)	1987	bootleg
boobhack	Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg))	1987	bootleg
galivan	Galivan - Cosmo Police (12/16/1985)	1985	Nichibutsu
galivan2	Galivan - Cosmo Police (12/11/1985)	1985	Nichibutsu
dangar	Dangar - Ufo Robo (12/1/1986)	1986	Nichibutsu
dangar2	Dangar - Ufo Robo (9/26/1986)	1986	Nichibutsu
dangarb	Dangar - Ufo Robo (bootleg)	1986	bootleg
ninjemak	Ninja Emaki (US)	1986	Nichibutsu
youma	Youma Ninpou Chou (Japan)	1986	Nichibutsu
youma2	Youma Ninpou Chou (Japan, alt)	1986	Nichibutsu
youmab	Youma Ninpou Chou (Game Electronics bootleg, set 1)	1986	bootleg
youmab2	Youma Ninpou Chou (Game Electronics bootleg, set 2)	1986	bootleg
legion	Chouji Meikyuu Legion (ver 2.03)	1987	Nichibutsu
legiono	Chouji Meikyuu Legion (ver 1.05)	1987	Nichibutsu
terraf	Terra Force (set 1)	1987	Nichibutsu
terrafb	Terra Force (bootleg with additional Z80)	1987	bootleg
terrafa	Terra Force (set 2)	1987	Nichibutsu
terrafu	Terra Force (US)	1987	Nichibutsu USA
kodure	Kodure Ookami (Japan)	1987	Nichibutsu
armedf	Armed Formation	1988	Nichibutsu
armedff	Armed Formation (Fillmore license)	1988	Nichibutsu (Fillmore license)
cclimbr2	Crazy Climber 2 (Japan)	1988	Nichibutsu
cclimbr2a	Crazy Climber 2 (Japan, Harder)	1988	Nichibutsu
skyrobo	Sky Robo	1989	Nichibutsu
bigfghtr	Tatakae! Big Fighter	1989	Nichibutsu
hyhoo	Taisen Quiz HYHOO (Japan)	1987	Nichibutsu
hyhoo2	Taisen Quiz HYHOO 2 (Japan)	1987	Nichibutsu
jangou	Jangou [BET] (Japan)	1983	Nichibutsu
macha	Monoshiri Quiz Osyaberi Macha (Japan)	1983	Logitec
jngolady	Jangou Lady (Japan)	1984	Nichibutsu
cntrygrl	Country Girl (Japan set 1)	1984	Royal Denshi
cntrygrla	Country Girl (Japan set 2)	1984	Nichibutsu
fruitbun	Fruits & Bunny (World?)	1984	Nichibutsu
luckygrl	Lucky Girl? (Wing)		Wing Co., Ltd.
nightgal	Night Gal (Japan 840920 AG 1-00)	1984	Nichibutsu
ngtbunny	Night Bunny (Japan 840601 MRN 2-10)	1984	Nichibutsu
royalngt	Royal Night [BET] (Japan 840220 RN 2-00)	1984	Royal Denshi
royalqn	Royal Queen [BET] (Japan 841010 RQ 0-07)	1984	Royal Denshi
sexygal	Sexy Gal (Japan 850501 SXG 1-00)	1985	Nichibutsu
sweetgal	Sweet Gal (Japan 850510 SWG 1-02)	1985	Nichibutsu
ngalsumr	Night Gal Summer	1985	Nichibutsu
pastelg	Pastel Gal (Japan 851224)	1985	Nichibutsu
3ds	Three Ds - Three Dealers Casino House	1985	Nichibutsu
crystalg	Crystal Gal (Japan 860512)	1986	Nichibutsu
crystal2	Crystal Gal 2 (Japan 860620)	1986	Nichibutsu
nightlov	Night Love (Japan 860705)	1986	Central Denshi
citylove	City Love (Japan 860908)	1986	Nichibutsu
mcitylov	City Love [BET] (Japan 860904)	1986	Nichibutsu
apparel	Apparel Night (Japan 860929)	1986	Central Denshi
secolove	Second Love (Japan 861201)	1986	Nichibutsu
barline	Barline (Japan?)		Nichibutsu
housemnq	House Mannequin (Japan 870217)	1987	Nichibutsu
housemn2	House Mannequin Roppongi Live hen (Japan 870418)	1987	Nichibutsu
livegal	Live Gal (Japan 870530)	1987	Central Denshi
seiha	Seiha (Japan 870725)	1987	Nichibutsu
seiham	Seiha [BET] (Japan 870723)	1987	Nichibutsu
mjgaiden	Mahjong Gaiden [BET] (Japan 870803)	1987	Central Denshi
bijokkoy	Bijokko Yume Monogatari (Japan 870925)	1987	Nichibutsu
iemoto	Iemoto (Japan 871020)	1987	Nichibutsu
iemotom	Iemoto [BET] (Japan 871118)	1987	Nichibutsu
ryuuha	Ryuuha [BET] (Japan 871027)	1987	Central Denshi
ojousan	Ojousan (Japan 871204)	1987	Nichibutsu
ojousanm	Ojousan [BET] (Japan 870108)	1987	Nichibutsu
bijokkog	Bijokko Gakuen (Japan 880116)	1988	Nichibutsu
orangec	Orange Club - Maruhi Kagai Jugyou (Japan 880213)	1988	Daiichi Denshi
orangeci	Orange Club - Maru-hi Ippatsu Kaihou [BET] (Japan 880221)	1988	Daiichi Denshi
vipclub	Vip Club - Maru-hi Ippatsu Kaihou [BET] (Japan 880310)	1988	Daiichi Denshi
korinai	Mahjong-zukino Korinai Menmen (Japan 880425)	1988	Nichibutsu
korinaim	Mahjong-zukino Korinai Menmen [BET] (Japan 880920)	1988	Nichibutsu
kaguya	Mahjong Kaguyahime [BET] (Japan 880521)	1988	Miki Syouji
kaguya2	Mahjong Kaguyahime Sono2 [BET] (Japan 890829)	1989	Miki Syouji
kaguya2f	Mahjong Kaguyahime Sono2 Fukkokuban [BET] (Japan 010808)	1989	Miki Syouji
otonano	Otona no Mahjong (Japan 880628)	1988	Apple
kanatuen	Kanatsuen no Onna [BET] (Japan 880905)	1988	Panac
kyuhito	Kyukyoku no Hito [BET] (Japan 880824)	1988	Roller Tron
mjsikaku	Mahjong Shikaku (Japan 880908)	1988	Nichibutsu
mjsikakb	Mahjong Shikaku (Japan 880722)	1988	Nichibutsu
mjsikakc	Mahjong Shikaku (Japan 880806)	1988	Nichibutsu
mjsikakd	Mahjong Shikaku (Japan 880802)	1988	Nichibutsu
mmsikaku	Mahjong Shikaku [BET] (Japan 880929)	1988	Nichibutsu
mjcamera	Mahjong Camera Kozou (set 1) (Japan 881109)	1988	Miki Syouji
mmcamera	Mahjong Camera Kozou [BET] (Japan 890509)	1989	Miki Syouji
msjiken	Mahjong Satsujin Jiken (Japan 881017)	1988	Nichibutsu
hanamomo	Mahjong Hana no Momoko gumi (Japan 881201)	1988	Nichibutsu
hanamomb	Mahjong Hana no Momoko gumi (Japan 881125)	1988	Nichibutsu
telmahjn	Telephone Mahjong (Japan 890111)	1988	Nichibutsu
taiwanmb	Taiwan Mahjong [BET] (Japan 881208)	1988	Miki Syouji
gionbana	Gionbana (Japan 890120)	1989	Nichibutsu
idhimitu	Idol no Himitsu [BET] (Japan 890304)	1989	Digital Soft
mgion	Gionbana [BET] (Japan 890207)	1989	Nichibutsu
mjcamerb	Mahjong Camera Kozou (set 2) (Japan 881109)	1989	Miki Syouji
omotesnd	Omotesandou (Japan 890215)	1989	Anime Tec
abunai	Abunai Houkago - Mou Matenai (Japan 890325)	1989	Green Soft
mjfocus	Mahjong Focus (Japan 890313)	1989	Nichibutsu
mjfocusm	Mahjong Focus [BET] (Japan 890510)	1989	Nichibutsu
peepshow	Nozokimeguri Mahjong Peep Show (Japan 890404)	1989	AC
scandal	Scandal Mahjong (Japan 890213)	1989	Nichibutsu
scandalm	Scandal Mahjong [BET] (Japan 890217)	1989	Nichibutsu
mgmen89	Mahjong G-MEN'89 (Japan 890425)	1989	Nichibutsu
mjnanpas	Mahjong Nanpa Story (Japan 890713)	1989	Brooks
mjnanpaa	Mahjong Nanpa Story (Japan 890712)	1989	Brooks
mjnanpau	Mahjong Nanpa Story (Ura) (Japan 890805)	1989	Brooks
pairsnb	Pairs (Nichibutsu) (Japan 890822)	1989	Nichibutsu
pairsten	Pairs (System Ten) (Japan 890826)	1989	System Ten
bananadr	Mahjong Banana Dream [BET] (Japan 891124)	1989	Digital Soft
mladyhtr	Mahjong THE LADY HUNTER (Japan 900509)	1990	Nichibutsu
